document_id,After Lemmatization,sentiment
1892,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1893,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1894,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1895,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
1896,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
1897,worri order read review in satisfi damag that dust screen wipe phone alcohol boom brand new packag arriv  day  day earlier expect look brand new couldn tell ever use came type c charg box includ or think would hard adjust size slightli smaller small hand batteri health  cool or  problem transfer cloud data old phone took  minut top also compat mobil him card in happi complaint dont know say far bad review your super worri get bad phone recommend buy new one avoid possibl disappoint case left disappoint wish,Negative
1898,use phone one hand top left corner bit stretch smaller profil lighter weight mean also adjust grip phone one hand without social medium ape batteri last day even watch move stream live need batteri still predict reason in never crumbl find charg love phone plan keep in formid upgrad anoth phone similar proport,Positive
1899,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1900,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1901,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1902,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
1903,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
1904,worri order read review in satisfi damag that dust screen wipe phone alcohol boom brand new packag arriv  day  day earlier expect look brand new couldn tell ever use came type c charg box includ or think would hard adjust size slightli smaller small hand batteri health  cool or  problem transfer cloud data old phone took  minut top also compat mobil him card in happi complaint dont know say far bad review your super worri get bad phone recommend buy new one avoid possibl disappoint case left disappoint wish,Negative
1905,use phone one hand top left corner bit stretch smaller profil lighter weight mean also adjust grip phone one hand without social medium ape batteri last day even watch move stream live need batteri still predict reason in never crumbl find charg love phone plan keep in formid upgrad anoth phone similar proport,Positive
1906,  mind smallest phone left prefer smaller size receiv  phone upgrad horrid even pay littl extra get phone,Neutral
1907,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1908,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1909,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1910,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
1911,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
1912,worri order read review in satisfi damag that dust screen wipe phone alcohol boom brand new packag arriv  day  day earlier expect look brand new couldn tell ever use came type c charg box includ or think would hard adjust size slightli smaller small hand batteri health  cool or  problem transfer cloud data old phone took  minut top also compat mobil him card in happi complaint dont know say far bad review your super worri get bad phone recommend buy new one avoid possibl disappoint case left disappoint wish,Negative
1913,use phone one hand top left corner bit stretch smaller profil lighter weight mean also adjust grip phone one hand without social medium ape batteri last day even watch move stream live need batteri still predict reason in never crumbl find charg love phone plan keep in formid upgrad anoth phone similar proport,Positive
1914,  mind smallest phone left prefer smaller size receiv  phone upgrad horrid even pay littl extra get phone,Neutral
1915,batteri  still good n everyth work reli good  recommend first scare cut bad review good one reli good didn expect tini also mine came seen protect catch noth like mmm,Positive
1916,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1917,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1918,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1919,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
1920,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
1921,worri order read review in satisfi damag that dust screen wipe phone alcohol boom brand new packag arriv  day  day earlier expect look brand new couldn tell ever use came type c charg box includ or think would hard adjust size slightli smaller small hand batteri health  cool or  problem transfer cloud data old phone took  minut top also compat mobil him card in happi complaint dont know say far bad review your super worri get bad phone recommend buy new one avoid possibl disappoint case left disappoint wish,Negative
1922,use phone one hand top left corner bit stretch smaller profil lighter weight mean also adjust grip phone one hand without social medium ape batteri last day even watch move stream live need batteri still predict reason in never crumbl find charg love phone plan keep in formid upgrad anoth phone similar proport,Positive
1923,  mind smallest phone left prefer smaller size receiv  phone upgrad horrid even pay littl extra get phone,Neutral
1924,batteri  still good n everyth work reli good  recommend first scare cut bad review good one reli good didn expect tini also mine came seen protect catch noth like mmm,Positive
1925,want give time use phone write review everyth great far batteri longlast without charg screen blemish face recognit work perfectli,Positive
1926,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1927,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1928,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1929,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1930,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1931,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1932,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1933,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1934,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1935,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
1936,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1937,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1938,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1939,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
1940,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
1941,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1942,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1943,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1944,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
1945,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
1946,worri order read review in satisfi damag that dust screen wipe phone alcohol boom brand new packag arriv  day  day earlier expect look brand new couldn tell ever use came type c charg box includ or think would hard adjust size slightli smaller small hand batteri health  cool or  problem transfer cloud data old phone took  minut top also compat mobil him card in happi complaint dont know say far bad review your super worri get bad phone recommend buy new one avoid possibl disappoint case left disappoint wish,Negative
1947,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1948,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1949,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1950,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
1951,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
1952,worri order read review in satisfi damag that dust screen wipe phone alcohol boom brand new packag arriv  day  day earlier expect look brand new couldn tell ever use came type c charg box includ or think would hard adjust size slightli smaller small hand batteri health  cool or  problem transfer cloud data old phone took  minut top also compat mobil him card in happi complaint dont know say far bad review your super worri get bad phone recommend buy new one avoid possibl disappoint case left disappoint wish,Negative
1953,use phone one hand top left corner bit stretch smaller profil lighter weight mean also adjust grip phone one hand without social medium ape batteri last day even watch move stream live need batteri still predict reason in never crumbl find charg love phone plan keep in formid upgrad anoth phone similar proport,Positive
1954,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1955,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1956,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1957,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
1958,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
1959,worri order read review in satisfi damag that dust screen wipe phone alcohol boom brand new packag arriv  day  day earlier expect look brand new couldn tell ever use came type c charg box includ or think would hard adjust size slightli smaller small hand batteri health  cool or  problem transfer cloud data old phone took  minut top also compat mobil him card in happi complaint dont know say far bad review your super worri get bad phone recommend buy new one avoid possibl disappoint case left disappoint wish,Negative
1960,use phone one hand top left corner bit stretch smaller profil lighter weight mean also adjust grip phone one hand without social medium ape batteri last day even watch move stream live need batteri still predict reason in never crumbl find charg love phone plan keep in formid upgrad anoth phone similar proport,Positive
1961,  mind smallest phone left prefer smaller size receiv  phone upgrad horrid even pay littl extra get phone,Neutral
1962,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1963,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1964,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1965,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
1966,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
1967,worri order read review in satisfi damag that dust screen wipe phone alcohol boom brand new packag arriv  day  day earlier expect look brand new couldn tell ever use came type c charg box includ or think would hard adjust size slightli smaller small hand batteri health  cool or  problem transfer cloud data old phone took  minut top also compat mobil him card in happi complaint dont know say far bad review your super worri get bad phone recommend buy new one avoid possibl disappoint case left disappoint wish,Negative
1968,use phone one hand top left corner bit stretch smaller profil lighter weight mean also adjust grip phone one hand without social medium ape batteri last day even watch move stream live need batteri still predict reason in never crumbl find charg love phone plan keep in formid upgrad anoth phone similar proport,Positive
1969,  mind smallest phone left prefer smaller size receiv  phone upgrad horrid even pay littl extra get phone,Neutral
1970,batteri  still good n everyth work reli good  recommend first scare cut bad review good one reli good didn expect tini also mine came seen protect catch noth like mmm,Positive
1971,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1972,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1973,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1974,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
1975,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
1976,worri order read review in satisfi damag that dust screen wipe phone alcohol boom brand new packag arriv  day  day earlier expect look brand new couldn tell ever use came type c charg box includ or think would hard adjust size slightli smaller small hand batteri health  cool or  problem transfer cloud data old phone took  minut top also compat mobil him card in happi complaint dont know say far bad review your super worri get bad phone recommend buy new one avoid possibl disappoint case left disappoint wish,Negative
1977,use phone one hand top left corner bit stretch smaller profil lighter weight mean also adjust grip phone one hand without social medium ape batteri last day even watch move stream live need batteri still predict reason in never crumbl find charg love phone plan keep in formid upgrad anoth phone similar proport,Positive
1978,  mind smallest phone left prefer smaller size receiv  phone upgrad horrid even pay littl extra get phone,Neutral
1979,batteri  still good n everyth work reli good  recommend first scare cut bad review good one reli good didn expect tini also mine came seen protect catch noth like mmm,Positive
1980,want give time use phone write review everyth great far batteri longlast without charg screen blemish face recognit work perfectli,Positive
1981,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1982,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1983,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1984,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1985,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1986,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1987,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1988,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1989,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1990,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
1991,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1992,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1993,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1994,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
1995,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
1996,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
1997,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
1998,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
1999,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
2000,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
2001,worri order read review in satisfi damag that dust screen wipe phone alcohol boom brand new packag arriv  day  day earlier expect look brand new couldn tell ever use came type c charg box includ or think would hard adjust size slightli smaller small hand batteri health  cool or  problem transfer cloud data old phone took  minut top also compat mobil him card in happi complaint dont know say far bad review your super worri get bad phone recommend buy new one avoid possibl disappoint case left disappoint wish,Negative
2002,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
2003,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
2004,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
2005,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
2006,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
2007,worri order read review in satisfi damag that dust screen wipe phone alcohol boom brand new packag arriv  day  day earlier expect look brand new couldn tell ever use came type c charg box includ or think would hard adjust size slightli smaller small hand batteri health  cool or  problem transfer cloud data old phone took  minut top also compat mobil him card in happi complaint dont know say far bad review your super worri get bad phone recommend buy new one avoid possibl disappoint case left disappoint wish,Negative
2008,use phone one hand top left corner bit stretch smaller profil lighter weight mean also adjust grip phone one hand without social medium ape batteri last day even watch move stream live need batteri still predict reason in never crumbl find charg love phone plan keep in formid upgrad anoth phone similar proport,Positive
2009,in sure hand  star review receiv product time ship receiv daysup fast in forev resist buy anyth refurbish littl research onlin amazon standard usedveri good usedexcel etc set super easi bit hiccup tri phone updat transfer set new phone transfer updat much quicker unfortun side buy use dont know previou person phone upon look batteri health  littl irrit rememb go  year oldthat actual pretti good overal  star there doubt compani recent neg review take overlook look rate whole couldn happier purchas,Positive
2010,scare read review peopl complain state phone mine came excel condit like case free major debt scratch also batteri  health  buck good deal expect come way wors condit buy refurbish like lotteri in satisfi product first pick show everyth phone came,Positive
2011,order phone  wait write review bc want test first afraid order refurbish phone in glad phone arriv day promis expect phone scratch batteri capac   got phone look brand new scratch damag kind batteri capac  needle say pleasantli surpris excel condit although phone small fit well hand put diaclara design full bodi case phone clear back glitter case make phone look wee bit larger far phone work well oh almost forgot came charg cabl charg fast,Positive
2012,resist first receiv shock want upgrad phone  mainli better design  hold arriv look brand new easi set came charg came him remov total recommend phone anyon need budget upgrad scare phone bad qualiti get offici one appl,Positive
2013,order phone black phone came scratch mark came  percent batteri realli love noth wrong camera run good doesn heat fast easi use set quick got latest is  updat,Positive
